id,lemma,question_text,correct_answer,difficulty_band,lexical_band,pos,topic_tag,active,freq_rank,level,bin_name,cefr_estimate,concept_group,donor_eligible
9131,escudo,"Что значит это слово?

escudo","щит",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7022,,10K,C1,escudo,0
9132,"esforço","Что значит это слово?

esforço","усилие",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1924,,2K,B1,"esforço",0
9133,espada,"Что значит это слово?

espada","меч",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4230,,5K,B2,espada,0
9134,espanhol,"Что значит это слово?

espanhol","испанский язык",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1534,,2K,B1,espanhol,0
9135,espectro,"Что значит это слово?

espectro","спектр",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8049,,10K,C1,espectro,0
9136,espelho,"Что значит это слово?

espelho","зеркало",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3393,,5K,B1,espelho,0
9137,espionagem,"Что значит это слово?

espionagem","шпионаж",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8762,,10K,C1,espionagem,0
9138,esporte,"Что значит это слово?

esporte","спорт",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2049,,5K,B1,esporte,0
9139,"espécie","Что значит это слово?

espécie","вид",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1334,,2K,A2,"espécie",0
9140,esquadra,"Что значит это слово?

esquadra","отделение",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7154,,10K,C1,esquadra,0
9141,esquerda,"Что значит это слово?

esquerda","левый",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1028,,2K,A2,esquerda,0
9142,estrangeiro,"Что значит это слово?

estrangeiro","иностранец",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3559,,5K,B2,estrangeiro,0
9143,estrela,"Что значит это слово?

estrela","звезда",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1975,,2K,B1,estrela,0
9144,estresse,"Что значит это слово?

estresse","стресс",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5096,,10K,B2,estresse,0
9145,"estátua","Что значит это слово?

estátua","статуя",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5944,,10K,B2,"estátua",0
9146,etanol,"Что значит это слово?

etanol","этанол",20K,20K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,11065,,20K,C1,etanol,0
9147,eternidade,"Что значит это слово?

eternidade","вечность",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7764,,10K,C1,eternidade,0
9148,"etiópia","Что значит это слово?

etiópia","эфиопия",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8764,,10K,C1,"etiópia",0
9149,europa,"Что значит это слово?

europa","европа",1K,1K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,785,,1K,A2,europa,0
9150,eva,"Что значит это слово?

eva","ева",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5097,,10K,B2,eva,0
9151,evoluir,"Что значит это слово?

evoluir","развива́ться",20K,20K,verb,build:pilot_ptpt_001_enriched:safe_promote_v2,1,10709,,20K,C1,evoluir,1
9152,"evolução","Что значит это слово?

evolução","эволюция",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2271,,5K,B1,"evolução",0
9153,exame,"Что значит это слово?

exame","экзамен",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3074,,5K,B1,exame,0
9154,"exceção","Что значит это слово?

exceção","отключение",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3327,,5K,B1,"exceção",0
9155,"expansão","Что значит это слово?

expansão","экспансия",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3075,,5K,B1,"expansão",0
9156,"expedição","Что значит это слово?

expedição","экспедиция",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7768,,10K,C1,"expedição",0
9157,"experiência","Что значит это слово?

experiência","опыт",1K,1K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,867,,1K,A2,"experiência",0
9158,expresso,"Что значит это слово?

expresso","эспрессо",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6878,,10K,B2,expresso,0
9159,"extração","Что значит это слово?

extração","розыгрыш",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6543,,10K,B2,"extração",0
9160,faca,"Что значит это слово?

faca","нож",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4903,,5K,B2,faca,0
9161,face,"Что значит это слово?

face",ru,2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1395,,2K,A2,face,0
9162,fachada,"Что значит это слово?

fachada","фасад",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6651,,10K,B2,fachada,0
9163,"falcão","Что значит это слово?

falcão","сокол",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8476,,10K,C1,"falcão",0
9164,fantasia,"Что значит это слово?

fantasia","костюм",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3264,,5K,B1,fantasia,0
9165,fantasma,"Что значит это слово?

fantasma","привидения",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5197,,10K,B2,fantasma,0
9166,farinha,"Что значит это слово?

farinha","мука",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6654,,10K,B2,farinha,0
9167,"farmácia","Что значит это слово?

farmácia","аптека",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7286,,10K,C1,"farmácia",0
9168,farol,"Что значит это слово?

farol","маяк",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8197,,10K,C1,farol,0
9169,fator,"Что значит это слово?

fator","фактор",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4234,,5K,B2,fator,0
9170,favela,"Что значит это слово?

favela","трущобы",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6063,,10K,B2,favela,0
9171,febre,"Что значит это слово?

febre","лихорадка",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4152,,5K,B2,febre,0
9172,"feijão","Что значит это слово?

feijão","фасоль",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5737,,10K,B2,"feijão",0
9173,felicidade,"Что значит это слово?

felicidade","счастье",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2142,,5K,B1,time_basic,0
9174,feminismo,"Что значит это слово?

feminismo","феминизм",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7407,,10K,C1,feminismo,0
9175,ferida,"Что значит это слово?

ferida","рана",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6064,,10K,B2,ferida,0
9176,fernando,"Что значит это слово?

fernando","фердинанд",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1046,,2K,A2,fernando,0
9177,festival,"Что значит это слово?

festival","фестиваль",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1193,,2K,A2,festival,0
9178,fevereiro,"Что значит это слово?

fevereiro","февраль",1K,1K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,616,,1K,A2,fevereiro,0
9179,fez,"Что значит это слово?

fez","фес",1K,1K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,203,,1K,A1,fez,0
9180,fibra,"Что значит это слово?

fibra","волокно",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8479,,10K,C1,fibra,0
9181,fidelidade,"Что значит это слово?

fidelidade","верность",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8624,,10K,C1,fidelidade,0
9182,figura,"Что значит это слово?

figura","образ",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1929,,2K,B1,figura,0
9183,filipe,"Что значит это слово?

filipe","филип",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4729,,5K,B2,filipe,0
9184,filipinas,"Что значит это слово?

filipinas","филиппины",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5302,,10K,B2,filipinas,0
9185,filme,"Что значит это слово?

filme","фильм",1K,1K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,314,,1K,A1,filme,0
9186,filosofia,"Что значит это слово?

filosofia","философия",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2374,,5K,B1,filosofia,0
9187,filtro,"Что значит это слово?

filtro","фильтр",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8055,,10K,C1,filtro,0
9188,"filósofo","Что значит это слово?

filósofo","фило́соф",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8625,,10K,C1,"filósofo",0
9189,"finanças","Что значит это слово?

finanças","финансы",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4647,,5K,B2,bureaucracy_documents,0
9190,floresta,"Что значит это слово?

floresta","лес",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1745,,2K,B1,floresta,0
9191,"florianópolis","Что значит это слово?

florianópolis","флорианополис",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5950,,10K,B2,"florianópolis",0
9192,"flávio","Что значит это слово?

flávio","флавии",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5536,,10K,B2,"flávio",0
9193,foca,"Что значит это слово?

foca","тюлень",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8772,,10K,C1,foca,0
9194,foco,"Что значит это слово?

foco","фокус",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1491,,2K,A2,foco,0
9195,foder,"Что значит это слово?

foder","ети",5K,5K,verb,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3562,,5K,B2,foder,0
9196,folha,"Что значит это слово?

folha","лист",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1930,,2K,B1,folha,0
9197,fomentar,"Что значит это слово?

fomentar","возбуждать",20K,20K,verb,build:pilot_ptpt_001_enriched:safe_promote_v2,0,11464,,20K,C1,fomentar,0
9198,formato,"Что значит это слово?

formato","формат",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1886,,2K,B1,formato,0
9199,formatura,"Что значит это слово?

formatura","окончание",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8483,,10K,C1,formatura,0
9200,forno,"Что значит это слово?

forno","печь",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7773,,10K,C1,forno,0
9201,foro,"Что значит это слово?

foro","форум",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,9497,,10K,C1,foro,0
9202,fotografia,"Что значит это слово?

fotografia","фотография",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1887,,2K,B1,fotografia,0
9203,"fotógrafo","Что значит это слово?

fotógrafo","фотограф",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5427,,10K,B2,"fotógrafo",0
9204,francisco,"Что значит это слово?

francisco","франциск",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1311,,2K,A2,francisco,0
9205,"frança","Что значит это слово?

frança","франция",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1011,,2K,A2,"frança",0
9206,"frequência","Что значит это слово?

frequência","частота",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2577,,5K,B1,time_basic,0
9207,frota,"Что значит это слово?

frota","флот",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3771,,5K,B2,frota,0
9208,fruta,"Что значит это слово?

fruta","плод",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6424,,10K,B2,fruta,0
9209,fuga,"Что значит это слово?

fuga","побег",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3622,,5K,B2,fuga,0
9210,"fumaça","Что значит это слово?

fumaça","дым",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4818,,5K,B2,"fumaça",0
9211,fundamento,"Что значит это слово?

fundamento","основа",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,9057,,10K,C1,fundamento,0
9212,funeral,"Что значит это слово?

funeral","похороны",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7414,,10K,C1,funeral,0
9213,"furacão","Что значит это слово?

furacão","буря",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4481,,5K,B2,"furacão",0
9214,futebol,"Что значит это слово?

futebol","футбол",1K,1K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,443,,1K,A1,futebol,0
9215,"félix","Что значит это слово?

félix","феликс",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,9344,,10K,C1,"félix",0
9216,"fígado","Что значит это слово?

fígado","печень",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6298,,10K,B2,"fígado",0
9217,"física","Что значит это слово?

física","физика",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1399,,2K,A2,"física",0
9218,"físico","Что значит это слово?

físico","физик",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2837,,5K,B1,"físico",0
9219,"fórmula","Что значит это слово?

fórmula","формула",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3623,,5K,B2,"fórmula",0
9220,galeria,"Что значит это слово?

galeria","галерея",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3694,,5K,B2,galeria,0
9221,"galáxia","Что значит это слово?

galáxia","галактика",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8341,,10K,C1,"galáxia",0
9222,gana,"Что значит это слово?

gana","гана",20K,20K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,10539,,20K,C1,gana,0
9223,garantia,"Что значит это слово?

garantia","гарантия",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4072,,5K,B2,garantia,0
9224,garganta,"Что значит это слово?

garganta","зев",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4398,,5K,B2,garganta,0
9225,garrafa,"Что значит это слово?

garrafa","бутылка",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4911,,5K,B2,garrafa,0
9226,gasolina,"Что значит это слово?

gasolina","бензин",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4313,,5K,B2,gasolina,0
9227,gasto,"Что значит это слово?

gasto","затрата",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7644,,10K,C1,gasto,0
9228,gatilho,"Что значит это слово?

gatilho","спусковой крючок",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6890,,10K,B2,gatilho,0
9229,gaveta,"Что значит это слово?

gaveta","выдвижной ящик",20K,20K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,11475,,20K,C1,gaveta,0
9230,gene,"Что значит это слово?

gene","ген",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7160,,10K,C1,gene,0
9231,genebra,"Что значит это слово?

genebra","женева",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,9345,,10K,C1,genebra,0
9232,general,"Что значит это слово?

general","генерал",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1240,,2K,A2,general,0
9233,gentileza,"Что значит это слово?

gentileza","доброта",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8903,,10K,C1,gentileza,0
9234,"genética","Что значит это слово?

genética","генетика",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6185,,10K,B2,"genética",0
9235,geografia,"Что значит это слово?

geografia","география",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3695,,5K,B2,geografia,0
9236,gesto,"Что значит это слово?

gesto","жест",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6186,,10K,B2,gesto,0
9237,"geórgia","Что значит это слово?

geórgia","грузия",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4913,,5K,B2,"geórgia",0
9238,gigante,"Что значит это слово?

gigante","гигант",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2884,,5K,B1,gigante,0
9239,"globalização","Что значит это слово?

globalização","глобализация",20K,20K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,11078,,20K,C1,"globalização",0
9240,goleiro,"Что значит это слово?

goleiro","вратарь",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3908,,5K,B2,goleiro,0
9241,golpe,"Что значит это слово?

golpe","путч",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1747,,2K,B1,golpe,0
9242,grama,"Что значит это слово?

grama","трава",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6662,,10K,B2,grama,0
9243,granada,"Что значит это слово?

granada","граната",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7921,,10K,C1,granada,0
9244,gravidez,"Что значит это слово?

gravidez","беременность",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4916,,5K,B2,gravidez,0
9245,"graça","Что значит это слово?

graça","помилование",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1400,,2K,A2,"graça",0
9246,greve,"Что значит это слово?

greve","стачка",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3406,,5K,B1,greve,0
9247,gripe,"Что значит это слово?

gripe","простуда",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6770,,10K,B2,gripe,0
9248,"grávida","Что значит это слово?

grávida","беременная",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3772,,5K,B2,"grávida",0
9249,guatemala,"Что значит это слово?

guatemala","гватемала",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7646,,10K,C1,guatemala,0
9250,guerreiro,"Что значит это слово?

guerreiro","воин",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4919,,5K,B2,guerreiro,0
9251,guiana,"Что значит это слово?

guiana","гайана",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8779,,10K,C1,guiana,0
9252,guilherme,"Что значит это слово?

guilherme","вильгельм",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3207,,5K,B1,guilherme,0
9253,"guiné","Что значит это слово?

guiné","гвинея",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4073,,5K,B2,"guiné",0
9254,guitarra,"Что значит это слово?

guitarra","гитара",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5744,,10K,B2,guitarra,0
9255,"gás","Что значит это слово?

gás","газ",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1748,,2K,B1,"gás",0
9256,"género","Что значит это слово?

género","жанр",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3838,,5K,B2,"género",0
9257,"gêmeos","Что значит это слово?

gêmeos","близнецы",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7416,,10K,C1,"gêmeos",0
9258,habilidade,"Что значит это слово?

habilidade","возможность",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3144,,5K,B1,habilidade,0
9259,haiti,"Что значит это слово?

haiti","гаити",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8780,,10K,C1,haiti,0
9260,"hambúrguer","Что значит это слово?

hambúrguer","гамбургер",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,9349,,10K,C1,"hambúrguer",0
9261,harmonia,"Что значит это слово?

harmonia","гармония",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6070,,10K,B2,harmonia,0
9262,"helicóptero","Что значит это слово?

helicóptero","вертолёт",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7534,,10K,C1,"helicóptero",0
9263,henrique,"Что значит это слово?

henrique","генрих",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2054,,5K,B1,henrique,0
9264,"herança","Что значит это слово?

herança","наследие",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4563,,5K,B2,"herança",0
9265,herdeiro,"Что значит это слово?

herdeiro","наследник",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,9351,,10K,C1,herdeiro,0
9266,"heroína","Что значит это слово?

heroína","героин",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,9858,,10K,C1,"heroína",0
9267,hino,"Что значит это слово?

hino","гимн",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4238,,5K,B2,hino,0
9268,hipocrisia,"Что значит это слово?

hipocrisia","лицемерие",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8489,,10K,C1,hipocrisia,0
9269,"hipótese","Что значит это слово?

hipótese","гипотеза",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3083,,5K,B1,"hipótese",0
9270,holanda,"Что значит это слово?

holanda","нидерланды",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5204,,10K,B2,holanda,0
9271,holocausto,"Что значит это слово?

holocausto","холокост",20K,20K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,11081,,20K,C1,holocausto,0
9272,homenagem,"Что значит это слово?

homenagem","почитание",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1847,,2K,B1,homenagem,0
9273,homofobia,"Что значит это слово?

homofobia","гомофобия",20K,20K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,11082,,20K,C1,homofobia,0
9274,homossexual,"Что значит это слово?

homossexual","пидор",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8907,,10K,C1,homossexual,0
9275,honduras,"Что значит это слово?

honduras","гондурас",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,8908,,10K,C1,honduras,0
9276,horizonte,"Что значит это слово?

horizonte","горизонт",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2189,,5K,B1,horizonte,0
9277,horror,"Что значит это слово?

horror","ужас",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5205,,10K,B2,horror,0
9278,horta,"Что значит это слово?

horta","огород",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,7168,,10K,C1,horta,0
9279,hotel,"Что значит это слово?

hotel","гостиница",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1241,,2K,A2,hotel,0
9280,hugo,"Что значит это слово?

hugo","хью",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3408,,5K,B1,hugo,0
9281,humberto,"Что значит это слово?

humberto","гумберт",20K,20K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,10903,,20K,C1,humberto,0
9282,humor,"Что значит это слово?

humor","юмор",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1815,,2K,B1,humor,0
9283,hungria,"Что значит это слово?

hungria","венгрия",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5958,,10K,B2,hungria,0
9284,"hábito","Что значит это слово?

hábito","привычка",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5854,,10K,B2,"hábito",0
9285,ideal,"Что значит это слово?

ideal","идеал",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3145,,5K,B1,ideal,0
9286,ideologia,"Что значит это слово?

ideologia","идеология",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6192,,10K,B2,ideologia,0
9287,idioma,"Что значит это слово?

idioma","язык",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4316,,5K,B2,idioma,0
9288,idiota,"Что значит это слово?

idiota","идиот",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2191,,5K,B1,idiota,0
9289,ido,"Что значит это слово?

ido","идо",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3480,,5K,B1,ido,0
9290,igor,"Что значит это слово?

igor","игорь",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6193,,10K,B2,igor,0
9291,igualdade,"Что значит это слово?

igualdade","равенство",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3909,,5K,B2,igualdade,0
9292,"imaginação","Что значит это слово?

imaginação","воображение",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,4734,,5K,B2,"imaginação",0
9293,imbecil,"Что значит это слово?

imbecil","дура",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,9696,,10K,C1,imbecil,0
9294,"imigração","Что значит это слово?

imigração","иммиграция",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5208,,10K,B2,"imigração",0
9295,"importação","Что значит это слово?

importação","импорт",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,9510,,10K,C1,"importação",0
9296,imposto,"Что значит это слово?

imposto","налог",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,3841,,5K,B2,bureaucracy_documents,0
9297,"impressão","Что значит это слово?

impressão","впечатление",5K,5K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,2518,,5K,B1,"impressão",0
9298,impulso,"Что значит это слово?

impulso","порыв",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5748,,10K,B2,impulso,0
9299,incentivo,"Что значит это слово?

incentivo","сти́мул",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6302,,10K,B2,incentivo,0
9300,"independência","Что значит это слово?

independência","независимость",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1980,,2K,B1,"independência",0
9301,"indonésia","Что значит это слово?

indonésia","индонезия",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5311,,10K,B2,"indonésia",0
9302,"indústria","Что значит это слово?

indústria","индустрия",2K,2K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,1171,,2K,A2,"indústria",0
9303,infarto,"Что значит это слово?

infarto","инфаркт",20K,20K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,12085,,20K,C2,infarto,0
9304,"infecção","Что значит это слово?

infecção","инфекция",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,5749,,10K,B2,"infecção",0
9305,"inflação","Что значит это слово?

inflação","инфляция",10K,10K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,6664,,10K,B2,"inflação",0
9306,"informação","Что значит это слово?

informação","информация",1K,1K,noun,build:pilot_ptpt_001_enriched:safe_promote_v2,0,564,,1K,A2,"informação",0
